testdate,expression,movement,quality,benchmarkpct,player_id
02/08/2023,isometric,jump,take off,93.8,10
08/08/2023,dynamic,jump,land,0.69,22
12/08/2023,isometric,upper body,pull,89.0,10
21/08/2023,dynamic,jump,take off,0.6945,7
25/08/2023,dynamic,upper body,pull,0.87,10
27/08/2023,dynamic,jump,take off,0.69,7
01/09/2023,isometric,jump,pre-load,0.52,22
11/09/2023,isometric,agility,deceleration,1.0395,22
20/09/2023,dynamic,upper body,push,0.4305,10
24/09/2023,dynamic,sprint,max velocity,0.5845,7
25/09/2023,isometric,upper body,pull,83.2,10
29/09/2023,isometric,upper body,grapple,74.7,22
15/10/2023,dynamic,jump,land,0.6615,10
26/10/2023,dynamic,agility,acceleration,0.4305,10
30/10/2023,dynamic,agility,deceleration,0.871,7
19/11/2023,isometric,upper body,push,0.67,22
20/11/2023,isometric,jump,take off,90.3,10
02/12/2023,dynamic,jump,take off,0.631,7
04/12/2023,dynamic,agility,acceleration,0.43,10
05/12/2023,dynamic,upper body,push,0.43,7
08/12/2023,isometric,agility,deceleration,1.038,7
26/12/2023,dynamic,jump,pre-load,0.484,10
02/01/2024,dynamic,jump,pre-load,0.484,22
24/01/2024,dynamic,jump,land,0.668,22
03/02/2024,isometric,sprint,max velocity,93.6,7
14/02/2024,isometric,upper body,grapple,73.0,22
19/02/2024,isometric,agility,rotate,90.2,7
24/02/2024,isometric,upper body,pull,91.2,22
28/02/2024,dynamic,agility,acceleration,0.4445,10
02/03/2024,isometric,agility,rotate,84.5,22
18/03/2024,isometric,upper body,push,0.704,7
20/03/2024,dynamic,upper body,push,0.4445,7
22/03/2024,dynamic,jump,land,0.668,22
26/03/2024,isometric,agility,deceleration,1.138,10
28/03/2024,isometric,agility,deceleration,1.138,7
06/04/2024,dynamic,sprint,acceleration,0.44,7
12/04/2024,isometric,sprint,acceleration,0.52,7
25/04/2024,dynamic,agility,deceleration,0.89,7
05/05/2024,dynamic,agility,acceleration,0.43,7
06/05/2024,isometric,jump,take off,93.8,10
13/05/2024,dynamic,sprint,max velocity,0.625,22
15/05/2024,dynamic,jump,pre-load,0.483,10
22/05/2024,isometric,jump,take off,88.7,10
26/05/2024,isometric,agility,deceleration,1.1365,7
27/05/2024,dynamic,agility,deceleration,0.876,10
13/06/2024,dynamic,jump,land,0.723,7
19/06/2024,dynamic,jump,take off,0.62,10
22/06/2024,dynamic,sprint,max velocity,0.625,7
25/06/2024,isometric,upper body,grapple,92.8,7
27/06/2024,isometric,agility,acceleration,0.49,10
07/07/2024,isometric,agility,deceleration,1.135,10
20/07/2024,isometric,upper body,pull,95.3,22
23/07/2024,dynamic,jump,land,0.675,22
28/07/2024,dynamic,sprint,max velocity,0.671,22
13/08/2024,isometric,upper body,grapple,0.384,10
13/08/2024,dynamic,upper body,push,0.428,10
14/08/2024,dynamic,sprint,max velocity,0.6795,7
27/08/2024,isometric,sprint,acceleration,0.7305,22
29/08/2024,isometric,upper body,push,0.945,7
03/09/2024,isometric,upper body,pull,95.3,7
14/09/2024,dynamic,sprint,acceleration,0.4955,7
16/09/2024,dynamic,agility,acceleration,0.4955,7
26/09/2024,dynamic,jump,take off,0.6955,22
26/09/2024,dynamic,upper body,push,0.494,7
10/10/2024,isometric,jump,land,0.426,10
17/10/2024,isometric,sprint,max velocity,0.68,10
24/10/2024,dynamic,upper body,push,0.486,10
30/10/2024,isometric,sprint,max velocity,0.68,22
09/11/2024,isometric,jump,pre-load,0.7515,7
10/11/2024,isometric,agility,rotate,0.6795,22
11/11/2024,dynamic,upper body,pull,0.88,7
14/11/2024,isometric,jump,land,0.39,22
17/11/2024,dynamic,jump,pre-load,0.57,22
20/11/2024,dynamic,sprint,max velocity,0.662,7
23/11/2024,isometric,agility,deceleration,0.86,22
08/12/2024,isometric,jump,take off,0.42,7
13/12/2024,dynamic,jump,land,0.728,10
20/12/2024,isometric,sprint,max velocity,0.685,10
09/01/2025,dynamic,upper body,push,0.5,10
18/01/2025,dynamic,upper body,push,0.5,22
20/01/2025,dynamic,sprint,acceleration,0.5,10
24/01/2025,dynamic,upper body,pull,0.853,7
28/01/2025,dynamic,upper body,pull,0.853,10
01/02/2025,dynamic,jump,take off,0.6825,10
02/02/2025,isometric,jump,land,0.39,22
03/02/2025,isometric,agility,acceleration,0.79,7
09/02/2025,isometric,sprint,max velocity,0.728,22
15/02/2025,dynamic,jump,pre-load,0.5225,22
04/03/2025,isometric,upper body,push,0.9555,7
05/03/2025,isometric,upper body,pull,0.851,22
05/03/2025,isometric,agility,deceleration,0.96,7
08/07/2023,dynamic,sprint,max velocity,0.67,10
20/07/2023,dynamic,jump,land,0.6975,7
13/08/2023,isometric,agility,rotate,100.2,7
18/08/2023,isometric,jump,pre-load,93.4,7
22/08/2023,isometric,upper body,pull,85.2,22
26/08/2023,isometric,sprint,max velocity,83.5,7
03/09/2023,dynamic,upper body,push,0.3945,7
09/09/2023,dynamic,agility,deceleration,0.877,7
11/09/2023,isometric,upper body,grapple,79.4,10
14/09/2023,dynamic,agility,deceleration,0.877,7
19/09/2023,dynamic,upper body,pull,0.871,22
26/09/2023,dynamic,sprint,acceleration,0.4305,7
28/09/2023,dynamic,upper body,push,0.4305,7
05/10/2023,isometric,jump,pre-load,0.52,10
08/10/2023,isometric,agility,acceleration,0.52,7
17/10/2023,isometric,sprint,acceleration,0.52,22
27/10/2023,isometric,agility,rotate,91.5,7
31/10/2023,isometric,upper body,grapple,103.2,22
31/10/2023,isometric,agility,deceleration,1.038,10
06/11/2023,dynamic,sprint,max velocity,0.6475,7
10/11/2023,isometric,upper body,push,0.67,10
20/11/2023,dynamic,sprint,acceleration,0.4305,7
24/11/2023,isometric,upper body,grapple,86.4,22
01/12/2023,isometric,jump,land,94.5,10
14/12/2023,dynamic,upper body,push,0.43,7
15/12/2023,dynamic,agility,acceleration,0.43,22
24/12/2023,dynamic,agility,deceleration,0.87,10
25/12/2023,dynamic,agility,deceleration,0.87,7
30/12/2023,isometric,jump,pre-load,0.52,10
02/01/2024,dynamic,jump,take off,0.64,7
28/01/2024,isometric,upper body,push,0.6385,22
29/01/2024,isometric,upper body,grapple,82.5,22
31/01/2024,dynamic,agility,acceleration,0.4345,10
14/03/2024,isometric,jump,take off,91.9,10
16/03/2024,dynamic,jump,take off,0.6525,7
19/03/2024,dynamic,upper body,pull,0.89,22
22/03/2024,isometric,upper body,pull,102.6,7
10/04/2024,isometric,sprint,max velocity,96.9,22
17/04/2024,dynamic,jump,take off,0.64,10
18/04/2024,dynamic,agility,deceleration,0.89,7
23/05/2024,isometric,upper body,grapple,74.3,7
23/05/2024,isometric,upper body,push,0.704,22
27/05/2024,isometric,upper body,grapple,95.7,22
29/05/2024,dynamic,sprint,max velocity,0.625,22
02/06/2024,dynamic,jump,take off,0.62,10
03/06/2024,isometric,agility,acceleration,0.49,7
04/06/2024,isometric,jump,land,96.2,22
07/06/2024,dynamic,agility,acceleration,0.43,10
29/06/2024,dynamic,upper body,push,0.436,22
03/07/2024,dynamic,agility,deceleration,0.89,7
04/07/2024,dynamic,jump,land,0.652,22
12/07/2024,dynamic,jump,land,0.678,7
16/07/2024,isometric,upper body,pull,91.7,10
17/07/2024,isometric,jump,pre-load,0.685,10
18/07/2024,dynamic,jump,take off,0.695,22
01/08/2024,dynamic,jump,land,0.652,7
04/08/2024,dynamic,agility,acceleration,0.428,7
06/08/2024,dynamic,agility,deceleration,0.852,7
09/08/2024,dynamic,agility,acceleration,0.428,22
12/08/2024,isometric,agility,acceleration,0.7305,7
13/08/2024,dynamic,upper body,pull,0.852,7
06/09/2024,dynamic,agility,deceleration,0.9,7
18/09/2024,dynamic,jump,land,0.648,7
21/09/2024,dynamic,jump,pre-load,0.5375,22
23/09/2024,isometric,sprint,acceleration,0.72,22
26/09/2024,isometric,upper body,grapple,0.627,7
14/10/2024,isometric,upper body,grapple,0.6595,7
17/10/2024,isometric,agility,acceleration,0.72,10
20/10/2024,isometric,jump,land,0.426,10
21/10/2024,dynamic,sprint,max velocity,0.67,7
22/10/2024,dynamic,agility,acceleration,0.486,7
10/11/2024,dynamic,sprint,acceleration,0.47,10
11/11/2024,dynamic,jump,take off,0.69,10
18/11/2024,dynamic,jump,pre-load,0.57,7
19/11/2024,isometric,upper body,push,0.936,22
04/12/2024,dynamic,agility,deceleration,0.876,22
18/12/2024,isometric,upper body,push,0.876,7
20/12/2024,isometric,agility,deceleration,0.9155,7
02/02/2025,dynamic,sprint,acceleration,0.4965,10
03/02/2025,dynamic,agility,acceleration,0.4965,10
07/02/2025,isometric,sprint,max velocity,0.728,22
09/02/2025,isometric,agility,deceleration,0.958,7
10/02/2025,dynamic,agility,acceleration,0.495,10
13/02/2025,isometric,upper body,grapple,0.6415,22
15/02/2025,isometric,sprint,acceleration,0.79,22
19/02/2025,isometric,upper body,pull,0.7975,22
27/02/2025,isometric,upper body,grapple,0.6385,10
03/03/2025,dynamic,jump,pre-load,0.5605,10
02/07/2023,dynamic,sprint,acceleration,0.358,7
06/07/2023,isometric,jump,land,96.7,7
07/07/2023,dynamic,agility,deceleration,0.87,22
02/08/2023,isometric,agility,rotate,81.7,22
10/08/2023,isometric,sprint,max velocity,90.6,10
20/08/2023,dynamic,agility,acceleration,0.3495,10
28/08/2023,isometric,jump,pre-load,0.52,7
29/08/2023,isometric,agility,acceleration,0.52,7
04/09/2023,dynamic,sprint,max velocity,0.5845,7
09/09/2023,isometric,agility,deceleration,1.0395,10
10/09/2023,isometric,agility,rotate,101.1,22
15/09/2023,isometric,upper body,pull,100.2,7
24/09/2023,isometric,upper body,pull,95.5,7
27/09/2023,dynamic,jump,land,0.69,10
27/09/2023,isometric,jump,land,81.2,7
18/10/2023,isometric,agility,rotate,79.6,22
26/10/2023,isometric,agility,rotate,91.1,10
07/11/2023,isometric,jump,land,91.8,7
20/11/2023,dynamic,upper body,push,0.4305,7
20/11/2023,dynamic,agility,acceleration,0.4305,10
23/11/2023,dynamic,sprint,acceleration,0.4305,10
29/11/2023,isometric,jump,take off,89.0,7
08/12/2023,isometric,upper body,push,0.664,22
09/12/2023,isometric,sprint,max velocity,82.0,10
08/01/2024,isometric,jump,land,94.4,22
17/01/2024,dynamic,sprint,acceleration,0.43,7
24/01/2024,isometric,agility,rotate,91.1,22
09/02/2024,isometric,jump,pre-load,0.52,7
20/02/2024,dynamic,upper body,push,0.4345,7
21/02/2024,isometric,jump,pre-load,0.52,7
01/03/2024,isometric,sprint,acceleration,0.52,7
08/03/2024,isometric,jump,land,92.9,22
11/03/2024,isometric,agility,rotate,95.9,7
12/03/2024,isometric,upper body,pull,87.3,7
13/03/2024,isometric,agility,rotate,85.1,22
25/03/2024,isometric,jump,take off,101.1,10
26/03/2024,isometric,agility,acceleration,0.52,22
29/03/2024,isometric,jump,pre-load,0.52,22
10/04/2024,isometric,jump,take off,82.4,22
15/04/2024,isometric,upper body,pull,85.3,7
18/04/2024,dynamic,jump,pre-load,0.53,7
21/04/2024,dynamic,jump,pre-load,0.53,7
23/04/2024,isometric,agility,deceleration,1.1365,10
28/04/2024,dynamic,agility,deceleration,0.89,7
30/04/2024,dynamic,jump,land,0.664,10
13/05/2024,isometric,sprint,max velocity,0.1995,7
20/05/2024,isometric,agility,deceleration,1.1365,22
29/05/2024,isometric,jump,take off,102.3,7
31/05/2024,isometric,sprint,max velocity,0.1995,10
11/06/2024,isometric,jump,pre-load,0.49,10
16/06/2024,dynamic,agility,deceleration,0.89,7
02/07/2024,isometric,jump,land,0.1,22
10/07/2024,dynamic,sprint,max velocity,0.674,7
11/07/2024,isometric,jump,pre-load,0.7165,7
12/07/2024,isometric,jump,take off,0.42,7
14/07/2024,isometric,jump,land,0.4125,22
04/08/2024,isometric,jump,pre-load,0.7305,10
10/08/2024,dynamic,agility,deceleration,0.852,22
10/09/2024,isometric,upper body,pull,84.5,10
13/09/2024,dynamic,upper body,pull,0.9,10
18/09/2024,isometric,agility,deceleration,0.8825,10
21/09/2024,isometric,upper body,grapple,0.613,22
23/09/2024,dynamic,sprint,max velocity,0.6765,7
26/09/2024,dynamic,agility,acceleration,0.494,7
04/10/2024,isometric,jump,take off,0.426,7
25/10/2024,dynamic,sprint,acceleration,0.486,7
06/11/2024,dynamic,jump,pre-load,0.57,7
14/11/2024,isometric,upper body,pull,89.0,22
15/11/2024,dynamic,jump,pre-load,0.57,22
20/11/2024,dynamic,agility,acceleration,0.47,22
26/11/2024,isometric,jump,take off,0.438,22
10/12/2024,dynamic,agility,acceleration,0.498,22
11/12/2024,isometric,agility,deceleration,0.9155,22
13/12/2024,isometric,sprint,max velocity,0.685,22
19/12/2024,isometric,sprint,acceleration,0.796,7
09/01/2025,dynamic,jump,take off,0.675,10
09/01/2025,dynamic,agility,deceleration,0.853,22
19/01/2025,isometric,agility,rotate,0.6675,10
20/01/2025,isometric,upper body,pull,0.46,22
23/01/2025,isometric,jump,land,0.4495,22
01/02/2025,isometric,sprint,max velocity,0.749,7
03/02/2025,dynamic,agility,deceleration,0.873,10
04/02/2025,dynamic,agility,acceleration,0.4965,7
11/02/2025,dynamic,upper body,pull,0.87,7
11/02/2025,isometric,sprint,acceleration,0.79,10
12/02/2025,isometric,upper body,push,0.96,7
12/02/2025,dynamic,sprint,max velocity,0.651,22
14/02/2025,dynamic,upper body,pull,0.87,22
18/02/2025,isometric,upper body,push,0.9555,22
20/02/2025,dynamic,upper body,pull,0.87,22
21/02/2025,dynamic,upper body,push,0.495,22
04/03/2025,dynamic,agility,acceleration,0.495,7
10/07/2023,isometric,sprint,acceleration,85.9,7
21/07/2023,dynamic,jump,take off,0.7365,22
22/08/2023,isometric,agility,acceleration,72.2,22
23/08/2023,dynamic,jump,pre-load,0.564,7
30/08/2023,dynamic,agility,deceleration,0.877,10
06/09/2023,dynamic,upper body,pull,0.877,7
08/09/2023,dynamic,jump,land,0.69,7
10/09/2023,isometric,sprint,acceleration,0.52,7
12/09/2023,dynamic,jump,pre-load,0.51,7
25/09/2023,dynamic,agility,deceleration,0.871,7
25/09/2023,isometric,sprint,max velocity,88.8,10
28/09/2023,isometric,agility,rotate,79.9,22
29/09/2023,dynamic,agility,deceleration,0.871,22
12/10/2023,isometric,jump,land,92.5,10
18/10/2023,dynamic,sprint,acceleration,0.4305,22
19/11/2023,dynamic,upper body,push,0.43,22
22/11/2023,dynamic,upper body,push,0.4305,22
23/11/2023,isometric,agility,deceleration,1.038,10
06/12/2023,dynamic,sprint,acceleration,0.43,10
07/12/2023,dynamic,agility,deceleration,0.87,22
09/12/2023,isometric,sprint,acceleration,0.52,22
18/12/2023,dynamic,sprint,max velocity,0.6475,22
26/12/2023,dynamic,jump,land,0.674,7
28/12/2023,dynamic,sprint,max velocity,0.634,7
29/12/2023,isometric,jump,pre-load,0.52,7
07/01/2024,dynamic,agility,deceleration,0.882,10
07/01/2024,dynamic,sprint,acceleration,0.426,22
12/01/2024,dynamic,sprint,max velocity,0.598,10
16/01/2024,isometric,sprint,max velocity,101.1,10
22/01/2024,dynamic,sprint,max velocity,0.646,10
23/01/2024,isometric,agility,deceleration,1.138,22
25/01/2024,dynamic,agility,acceleration,0.4345,7
28/01/2024,dynamic,sprint,max velocity,0.646,22
04/02/2024,isometric,agility,rotate,67.9,22
09/02/2024,isometric,upper body,pull,85.9,10
25/02/2024,dynamic,jump,land,0.668,10
01/03/2024,isometric,sprint,max velocity,94.5,10
02/03/2024,isometric,jump,land,68.2,7
09/03/2024,dynamic,sprint,max velocity,0.637,7
17/03/2024,dynamic,upper body,pull,0.89,7
19/03/2024,dynamic,upper body,push,0.4445,22
22/03/2024,dynamic,jump,pre-load,0.524,10
29/03/2024,isometric,upper body,push,0.704,22
30/03/2024,dynamic,sprint,max velocity,0.637,7
03/04/2024,isometric,upper body,pull,103.4,10
10/04/2024,isometric,upper body,grapple,93.8,7
16/04/2024,isometric,jump,take off,100.8,10
21/04/2024,isometric,jump,land,84.4,10
27/04/2024,dynamic,jump,pre-load,0.521,22
13/05/2024,isometric,sprint,acceleration,0.52,22
22/05/2024,dynamic,upper body,push,0.43,7
25/05/2024,dynamic,jump,take off,0.62,22
26/05/2024,dynamic,agility,deceleration,0.876,22
01/06/2024,isometric,sprint,acceleration,0.49,22
04/06/2024,isometric,sprint,max velocity,0.1995,10
06/06/2024,dynamic,upper body,push,0.43,22
07/06/2024,dynamic,upper body,pull,0.876,7
07/06/2024,dynamic,sprint,max velocity,0.625,10
08/06/2024,isometric,jump,pre-load,0.49,10
21/06/2024,isometric,agility,deceleration,1.1365,22
24/06/2024,isometric,jump,take off,85.6,10
27/06/2024,isometric,upper body,push,0.704,7
25/07/2024,isometric,agility,acceleration,0.685,7
02/08/2024,isometric,agility,rotate,0.384,10
08/08/2024,dynamic,jump,land,0.652,22
12/08/2024,dynamic,upper body,push,0.428,22
14/08/2024,isometric,upper body,push,0.96,10
17/08/2024,dynamic,jump,take off,0.723,7
19/08/2024,dynamic,upper body,pull,0.855,10
23/08/2024,isometric,jump,land,0.363,22
29/08/2024,dynamic,sprint,acceleration,0.428,22
30/08/2024,isometric,jump,land,0.363,10
30/08/2024,dynamic,sprint,max velocity,0.6795,7
02/09/2024,isometric,jump,land,0.363,10
03/09/2024,dynamic,jump,land,0.641,7
09/09/2024,dynamic,agility,acceleration,0.4955,7
11/09/2024,dynamic,upper body,pull,0.9,10
14/09/2024,isometric,sprint,acceleration,0.7275,10
25/09/2024,dynamic,jump,pre-load,0.57,7
25/09/2024,dynamic,agility,acceleration,0.494,7
26/09/2024,dynamic,sprint,acceleration,0.494,7
29/09/2024,isometric,agility,rotate,0.627,7
06/10/2024,dynamic,jump,pre-load,0.5635,22
09/10/2024,isometric,agility,acceleration,0.6925,10
11/10/2024,isometric,upper body,grapple,0.6595,7
18/10/2024,dynamic,upper body,push,0.486,10
19/10/2024,isometric,agility,acceleration,0.698,7
26/10/2024,dynamic,upper body,pull,0.88,10
31/10/2024,isometric,jump,pre-load,0.677,10
08/11/2024,isometric,sprint,max velocity,0.68,7
20/11/2024,isometric,upper body,pull,88.4,7
22/11/2024,dynamic,jump,take off,0.69,10
07/12/2024,isometric,agility,rotate,0.681,10
13/12/2024,dynamic,sprint,max velocity,0.658,10
23/12/2024,isometric,sprint,acceleration,0.796,22
24/12/2024,isometric,upper body,push,0.876,7
26/12/2024,isometric,agility,deceleration,0.9155,22
31/12/2024,dynamic,jump,take off,0.6955,22
03/01/2025,dynamic,jump,pre-load,0.497,7
07/01/2025,isometric,upper body,pull,0.46,7
16/01/2025,isometric,upper body,push,0.918,22
16/01/2025,isometric,sprint,max velocity,0.749,7
23/01/2025,isometric,jump,take off,0.4495,10
27/01/2025,dynamic,agility,acceleration,0.5,10
09/02/2025,isometric,upper body,grapple,0.6415,22
11/02/2025,dynamic,jump,pre-load,0.4915,22
13/02/2025,isometric,jump,take off,0.397,7
13/02/2025,dynamic,sprint,max velocity,0.651,7
14/02/2025,dynamic,sprint,max velocity,0.651,22
16/02/2025,dynamic,agility,deceleration,0.87,22
03/03/2025,isometric,jump,take off,0.3955,10
02/07/2023,dynamic,sprint,max velocity,0.652,10
16/07/2023,dynamic,jump,take off,0.74,7
17/07/2023,isometric,jump,land,111.4,10
04/08/2023,isometric,agility,acceleration,103.2,7
08/08/2023,dynamic,sprint,max velocity,0.67,7
16/08/2023,isometric,agility,acceleration,91.3,7
18/08/2023,dynamic,sprint,acceleration,0.338,10
20/08/2023,isometric,agility,deceleration,0.9775,22
24/08/2023,isometric,sprint,acceleration,92.5,22
04/09/2023,dynamic,jump,take off,0.7,10
24/09/2023,dynamic,jump,land,0.69,22
29/09/2023,dynamic,jump,take off,0.711,7
29/09/2023,dynamic,upper body,pull,0.871,22
19/10/2023,isometric,sprint,max velocity,96.3,10
24/10/2023,isometric,sprint,max velocity,113.9,22
06/11/2023,dynamic,upper body,pull,0.871,7
10/11/2023,dynamic,sprint,max velocity,0.6475,7
17/11/2023,isometric,agility,deceleration,1.038,10
01/12/2023,isometric,jump,take off,93.8,10
05/12/2023,dynamic,upper body,pull,0.87,10
07/12/2023,dynamic,sprint,max velocity,0.6475,7
08/12/2023,isometric,jump,pre-load,0.52,22
08/12/2023,dynamic,agility,acceleration,0.43,22
11/12/2023,isometric,jump,take off,90.5,10
18/12/2023,dynamic,agility,acceleration,0.43,22
19/12/2023,isometric,upper body,pull,86.6,22
20/12/2023,isometric,agility,acceleration,0.52,10
22/12/2023,isometric,upper body,grapple,92.3,10
01/01/2024,isometric,upper body,push,0.664,7
06/01/2024,isometric,jump,take off,84.1,7
07/01/2024,isometric,upper body,pull,95.0,7
10/01/2024,isometric,jump,land,75.7,7
31/01/2024,isometric,agility,deceleration,1.138,22
01/02/2024,isometric,jump,pre-load,0.52,22
08/02/2024,dynamic,agility,deceleration,0.89,7
10/02/2024,isometric,agility,acceleration,0.52,7
15/02/2024,isometric,sprint,acceleration,0.52,10
19/02/2024,isometric,upper body,grapple,87.4,22
27/02/2024,isometric,jump,take off,97.3,22
28/02/2024,dynamic,sprint,max velocity,0.637,7
29/02/2024,dynamic,jump,take off,0.6625,22
17/03/2024,isometric,upper body,push,0.704,10
25/03/2024,dynamic,jump,land,0.668,10
27/03/2024,isometric,agility,rotate,93.7,22
31/03/2024,isometric,jump,land,85.4,7
11/04/2024,isometric,agility,rotate,87.7,22
12/04/2024,isometric,upper body,grapple,100.4,10
15/04/2024,dynamic,agility,acceleration,0.43,7
23/04/2024,dynamic,jump,pre-load,0.521,22
24/04/2024,dynamic,upper body,pull,0.89,7
27/04/2024,isometric,sprint,max velocity,0.1995,7
12/05/2024,dynamic,agility,deceleration,0.876,10
13/05/2024,dynamic,sprint,acceleration,0.43,7
17/05/2024,isometric,agility,rotate,77.9,22
01/06/2024,dynamic,jump,take off,0.62,7
06/06/2024,isometric,upper body,push,0.704,7
13/06/2024,isometric,jump,pre-load,0.49,22
18/06/2024,dynamic,jump,take off,0.62,10
19/06/2024,isometric,upper body,push,0.704,10
25/06/2024,isometric,upper body,pull,78.0,22
27/06/2024,dynamic,agility,deceleration,0.89,22
27/06/2024,isometric,sprint,max velocity,0.1995,10
05/07/2024,dynamic,sprint,max velocity,0.625,7
17/07/2024,isometric,jump,take off,0.3975,22
18/07/2024,isometric,upper body,push,0.922,7
26/07/2024,isometric,sprint,acceleration,0.685,22
07/08/2024,dynamic,jump,take off,0.749,10
08/08/2024,dynamic,upper body,pull,0.852,7
09/08/2024,dynamic,jump,pre-load,0.514,7
11/08/2024,dynamic,jump,take off,0.723,22
14/08/2024,dynamic,upper body,pull,0.852,7
18/08/2024,dynamic,upper body,pull,0.855,22
25/08/2024,dynamic,upper body,pull,0.9,10
12/09/2024,isometric,upper body,pull,80.7,7
21/09/2024,isometric,agility,deceleration,0.869,22
22/09/2024,dynamic,jump,take off,0.7055,7
23/09/2024,isometric,sprint,max velocity,0.6975,22
24/09/2024,isometric,upper body,grapple,0.627,22
21/10/2024,isometric,agility,acceleration,0.698,22
22/10/2024,isometric,sprint,acceleration,0.6935,10
07/11/2024,dynamic,upper body,push,0.486,7
08/11/2024,dynamic,jump,pre-load,0.57,10
15/11/2024,dynamic,jump,take off,0.69,22
21/11/2024,isometric,sprint,acceleration,0.799,22
24/11/2024,dynamic,sprint,max velocity,0.662,10
14/12/2024,isometric,agility,acceleration,0.796,10
18/12/2024,dynamic,jump,land,0.728,7
20/12/2024,dynamic,jump,land,0.728,22
21/12/2024,isometric,jump,take off,0.4,10
27/12/2024,isometric,upper body,push,0.876,22
31/12/2024,dynamic,jump,land,0.728,22
01/01/2025,isometric,upper body,pull,0.46,7
03/01/2025,isometric,agility,acceleration,0.79,7
12/01/2025,isometric,upper body,push,0.918,7
13/01/2025,dynamic,jump,pre-load,0.474,10
14/01/2025,dynamic,jump,pre-load,0.474,22
16/01/2025,dynamic,jump,take off,0.67,10
16/01/2025,dynamic,agility,deceleration,0.853,10
21/01/2025,isometric,sprint,acceleration,0.7475,7
27/01/2025,dynamic,sprint,max velocity,0.657,22
02/02/2025,isometric,upper body,pull,0.794,22
26/02/2025,isometric,upper body,push,0.9555,7
08/03/2025,dynamic,agility,acceleration,0.495,22
09/03/2025,dynamic,sprint,acceleration,0.495,7
02/07/2023,dynamic,agility,acceleration,0.358,10
04/07/2023,dynamic,jump,land,0.72,10
04/07/2023,isometric,jump,take off,89.9,7
05/07/2023,isometric,jump,pre-load,76.4,10
08/07/2023,isometric,jump,take off,99.5,10
16/07/2023,isometric,sprint,max velocity,80.8,7
23/07/2023,isometric,sprint,max velocity,92.2,10
22/08/2023,dynamic,jump,pre-load,0.564,22
23/08/2023,dynamic,agility,deceleration,0.87,10
23/08/2023,isometric,sprint,acceleration,84.2,7
25/08/2023,isometric,upper body,grapple,89.3,22
02/09/2023,dynamic,upper body,pull,0.877,22
14/09/2023,dynamic,sprint,max velocity,0.5845,10
27/09/2023,dynamic,jump,pre-load,0.49,22
05/10/2023,dynamic,upper body,push,0.4305,7
15/10/2023,isometric,upper body,pull,74.0,22
21/10/2023,isometric,upper body,grapple,100.0,10
21/10/2023,dynamic,agility,acceleration,0.4305,10
24/10/2023,isometric,agility,rotate,80.4,22
25/10/2023,dynamic,agility,deceleration,0.871,7
25/10/2023,isometric,sprint,acceleration,0.52,7
26/10/2023,dynamic,jump,pre-load,0.4985,10
30/10/2023,isometric,agility,rotate,79.3,10
31/10/2023,dynamic,upper body,push,0.4305,7
04/11/2023,dynamic,jump,pre-load,0.4985,22
08/11/2023,isometric,upper body,pull,113.8,22
08/11/2023,dynamic,agility,acceleration,0.431,22
11/11/2023,dynamic,upper body,push,0.431,22
11/11/2023,dynamic,agility,deceleration,0.871,7
13/11/2023,dynamic,agility,acceleration,0.43,10
16/11/2023,isometric,upper body,grapple,95.5,10
19/11/2023,isometric,jump,take off,99.6,22
30/11/2023,dynamic,upper body,pull,0.87,7
06/12/2023,dynamic,agility,acceleration,0.43,7
06/12/2023,isometric,agility,rotate,94.6,22
18/12/2023,dynamic,agility,deceleration,0.87,22
18/12/2023,isometric,sprint,acceleration,0.52,22
25/12/2023,isometric,upper body,push,0.664,10
03/01/2024,dynamic,sprint,acceleration,0.426,22
25/01/2024,dynamic,jump,pre-load,0.524,10
26/01/2024,isometric,agility,deceleration,1.138,7
01/02/2024,isometric,sprint,max velocity,85.5,7
04/02/2024,isometric,upper body,pull,76.9,10
08/02/2024,isometric,sprint,max velocity,87.0,10
18/02/2024,isometric,upper body,grapple,80.2,10
20/02/2024,isometric,upper body,pull,80.8,10
25/02/2024,dynamic,sprint,acceleration,0.4445,22
03/03/2024,dynamic,jump,land,0.668,7
10/03/2024,isometric,upper body,pull,74.2,22
15/03/2024,dynamic,upper body,push,0.4445,10
18/03/2024,dynamic,sprint,max velocity,0.637,22
28/03/2024,isometric,jump,pre-load,0.52,22
03/04/2024,dynamic,jump,pre-load,0.521,7
12/04/2024,dynamic,sprint,max velocity,0.628,22
13/04/2024,isometric,agility,rotate,91.1,7
28/04/2024,isometric,sprint,max velocity,0.1995,10
06/05/2024,isometric,upper body,push,0.704,22
07/05/2024,dynamic,sprint,max velocity,0.663,10
08/05/2024,isometric,jump,take off,105.7,7
11/05/2024,dynamic,sprint,max velocity,0.625,10
19/05/2024,isometric,agility,deceleration,1.1365,10
22/05/2024,isometric,agility,deceleration,1.1365,7
10/06/2024,isometric,agility,deceleration,1.1365,10
14/06/2024,dynamic,sprint,acceleration,0.43,10
21/06/2024,isometric,upper body,pull,95.6,10
22/06/2024,dynamic,upper body,pull,0.89,22
24/06/2024,dynamic,agility,deceleration,0.89,10
05/07/2024,dynamic,jump,take off,0.64,7
09/07/2024,isometric,jump,take off,0.1,22
09/07/2024,isometric,sprint,max velocity,0.739,22
14/07/2024,dynamic,sprint,max velocity,0.6725,7
